Date,Time,Title,Buy-in Per Player,Platforms,Team Size,Tournament Type (Ex: Single Elimination),Players in Match,Number of Teams Registered,Series Type (Ex: Best of 3),Prize Pool
"December 6, 2022",1:19 AM,3v3 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,9,Best of 1,$21
"December 6, 2022",12:50 AM,2v2 1ND *FORTRESS ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$22
"December 5, 2022",11:20 PM,2v2 $50 GTD 1ND *VAZNEV ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$50
"December 5, 2022",10:50 PM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$100
"December 5, 2022",10:20 PM,4v4 $100 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 3,$100
"December 5, 2022",9:28 PM,2v2 $100 GTD 1ND SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$100
"December 5, 2022",8:51 PM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$100
"December 5, 2022",8:28 PM,2v2 $50 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$50
"December 5, 2022",7:51 PM,4v4 *DOLLAR ENTRY* 1ND HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,7,Best of 1,$24
"December 5, 2022",7:23 PM,3v3 $36 GTD 1ND *PROMOD* SND,$6,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$36
"December 5, 2022",6:23 PM,2v2 *NO PREVIOUS WINNERS* SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 3,$74
"December 5, 2022",6:20 PM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$100
"December 5, 2022",5:06 PM,1v1 $50 GTD 1ND KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$50
"December 5, 2022",4:25 PM,4v4 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,5,Best of 1,$16
"December 5, 2022",3:30 PM,2v2 $28 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$28
"December 5, 2022",2:20 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,7,Best of 1,$15
"December 5, 2022",1:47 PM,2v2 SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$18
"December 5, 2022",1:17 PM,1v1 1ND KILL RACE,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,1,Best of 1,$15
"December 5, 2022",12:00 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$10
"December 5, 2022",1:45 AM,1v1 1ND *SCAR ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$14
"December 5, 2022",1:20 AM,3v3 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$6
"December 5, 2022",12:50 AM,2v2 1ND *VAZNEV ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$22
"December 5, 2022",12:30 AM,3v3 $100 GTD 1ND PROMOD SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$99
"December 4, 2022",11:50 PM,1v1 $50 GTD 1ND KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,6,Best of 1,$50
"December 4, 2022",11:30 PM,2v2 $50 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50
"December 4, 2022",10:50 PM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$100
"January 14, 2023",5:15 PM,4v4 $20 FE 1ND NOV/AM SND,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,11,Best of 1,$20
"January 14, 2023",4:33 PM,3v3 $60 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$60
"January 14, 2023",4:27 PM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$100
"January 14, 2023",2:50 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,6,Best of 1,$50
"January 14, 2023",2:20 PM,2v2 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$12
"January 14, 2023",1:10 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,24,Best of 1,$15
"January 14, 2023",12:24 PM,2v2 AR/SMG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$24
"January 14, 2023",11:27 AM,1v1 $50 GTD 1ND NOV/AM KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$50
"January 14, 2023",10:54 AM,2v2 AR/SMG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$30
"January 14, 2023",10:00 AM,5v5 VAIL VR CREST LEAGUE TOURNEY,$0,"['xbox', 'playstation', 'battle.net']",5,double elimination,5v5,5,Best of 3,$350
"January 14, 2023",1:28 AM,2v2 1ND SNIPER/SMG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$28
"January 14, 2023",12:50 AM,2v2 1ND *SHIPMENT ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 1,$16
"January 13, 2023",11:30 PM,2v2 $78 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,11,Best of 1,$78
"January 13, 2023",11:25 PM,2v2 CONSOLE 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$26
"January 13, 2023",9:57 PM,2v2 $100 GTD 1ND NOV/AM KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$100
"January 13, 2023",9:30 PM,4v4 $150 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 3,$148
"January 13, 2023",9:27 PM,3v3 $90 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$90
"January 13, 2023",8:30 PM,2v2 $60 GTD 1ND *VAZNEV ONLY* SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$60
"January 13, 2023",7:52 PM,4v4 *DOLLAR ENTRY* 1ND HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,5,Best of 1,$16
"January 13, 2023",6:53 PM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$100
"January 13, 2023",5:26 PM,1v1 $50 GTD NOV/AM 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,8,Best of 1,$50
"January 13, 2023",5:22 PM,2v2 $60 GTD 1ND AR/SMG SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$60
"January 13, 2023",4:27 PM,3v3 $90 GTD PROMOD SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$90
"January 13, 2023",3:25 PM,2v2 $60 GTD SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$60
"January 13, 2023",2:52 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$50
"January 13, 2023",2:15 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,17,Best of 1,$15
"January 13, 2023",1:52 PM,2v2 *VAZNEV ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$18
"January 13, 2023",1:28 AM,2v2 $40 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$40
"January 13, 2023",1:00 AM,switch prize,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 1,$564
"January 12, 2023",11:58 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$50
"January 12, 2023",11:28 PM,2v2 $50 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$50
"January 12, 2023",11:27 PM,2v2 CONSOLE 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$32
"January 12, 2023",9:57 PM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$100
"January 12, 2023",9:28 PM,3v3 $90 GTD 1ND SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$93
"January 12, 2023",9:25 PM,4v4 $150 GTD CONSOLE SND,$10,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 3,$148
"January 12, 2023",8:25 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$50
"January 12, 2023",8:22 PM,4v4 *NO PREVIOUS WINNERS* VARIANT,$6,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,6,Best of 3,$108
"January 12, 2023",6:52 PM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$100
"January 12, 2023",6:51 PM,2v2 $80 GTD AR/SMG CONSOLE SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$80
"January 12, 2023",6:38 PM,4v4 DOUBLE ELIM MWII SND,$6,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,5,Best of 3,$88
"January 12, 2023",5:36 PM,1v1 $50 GTD 1ND NOV/AM KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$50
"January 12, 2023",5:25 PM,2v2 $60 GTD 1ND *VAZNEV ONLY* SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$60
"January 12, 2023",4:22 PM,2v2 $100 GTD 1ND NOV/AM KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$100
"January 12, 2023",3:26 PM,2v2 $50 GTD CONSOLE *VAZNEZ ONLY* 1ND SND,$6,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50
"January 12, 2023",2:57 PM,2v2 $60 GTD AR/SMG SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$60
"January 12, 2023",2:52 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,6,Best of 1,$50
"January 12, 2023",2:21 PM,3v3 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$12
"January 12, 2023",1:52 PM,2v2 AR/SMG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$18
"January 12, 2023",1:50 AM,1v1 *SHIPMENT ONLY* 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,2,Best of 1,$9
"January 12, 2023",1:00 AM,$540 3v3 switch,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$540
"January 12, 2023",12:50 AM,2v2 *SHIPMENT ONLY* 1ND HP,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"January 12, 2023",12:20 AM,3v3 1ND HP,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$45
"January 11, 2023",11:50 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,6,Best of 1,$50
"January 11, 2023",11:33 PM,2v2 $50 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$50
"January 11, 2023",9:57 PM,2v2 $100 GTD 1ND NOV/AM KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$100
"January 11, 2023",9:32 PM,2v2 $60 GTD 1ND AR/SMG SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$64
"January 11, 2023",8:27 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,7,Best of 1,$50
"January 11, 2023",7:00 PM,2v2 $60 GTD CONSOLE *VAZNEZ ONLY* SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$60
"January 11, 2023",6:50 PM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$100
"January 11, 2023",6:20 PM,3v3 SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$21
"January 11, 2023",5:52 PM,1v1 $50 GTD NOV/AM 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,6,Best of 1,$50
"January 11, 2023",4:45 PM,1v1 CONSOLE 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$12
"January 11, 2023",3:30 PM,2v2 $60 GTD SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$60
"January 11, 2023",3:28 PM,2v2 $50 GTD CONSOLE AR/SMG 1ND SND,$6,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50
"January 11, 2023",2:58 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$50
"January 11, 2023",2:00 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,19,Best of 1,$15
"January 11, 2023",1:27 AM,2v2 $40 GTD 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$40
"January 11, 2023",1:20 AM,1v1 $20 GTD CONSOLE 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$20
"January 11, 2023",12:20 AM,3v3 1ND *RACEWAY ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$21
"January 10, 2023",11:25 PM,2v2 CONSOLE 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$18
"January 10, 2023",11:25 PM,2v2 $50 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$70
"January 10, 2023",10:30 PM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$100
"January 10, 2023",10:20 PM,4v4 $120 GTD 1ND *NO SNIPES* SND,$7.5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,6,Best of 1,$120
"January 10, 2023",9:27 PM,3v3 $100 GTD CONSOLE SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 3,$99
"January 10, 2023",8:51 PM,1v1 $50 GTD NOV/AM 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,9,Best of 1,$50
"January 10, 2023",8:25 PM,4v4 *NO PREVIOUS WINNERS* VARIANT,$6,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,7,Best of 3,$124
"January 10, 2023",8:24 PM,2v2 $60 GTD 1ND *VAZNEV ONLY* SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$60
"January 10, 2023",7:23 PM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$24
"January 10, 2023",7:00 PM,2v2 $150 GTD 1ND KILL RACE @X9Gaming_,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$150
"January 10, 2023",5:58 PM,3v3 $72 GTD *NO SNIPES* SND,$8,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$72
"January 10, 2023",5:37 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$50
"January 10, 2023",5:26 PM,2v2 $74 GTD 1ND AR/SMG SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$74
"January 10, 2023",4:52 PM,1v1 CONSOLE 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$20
"January 10, 2023",4:23 PM,2v2 $100 GTD 1ND NOV/AM KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$100
"January 10, 2023",4:20 PM,3v3 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,14,Best of 1,$33
"January 10, 2023",3:26 PM,2v2 $60 GTD *VAZNEV ONLY* SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$60
"January 10, 2023",3:20 PM,2v2 $70 GTD CONSOLE *VAZNEZ ONLY* 1ND SND,$6,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$70
"January 10, 2023",2:50 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,7,Best of 1,$50
"January 10, 2023",2:15 PM,3v3 $15 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,19,Best of 1,$15
"January 10, 2023",1:57 AM,1v1 *SHIPMENT ONLY* 1ND HP,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$14
"January 10, 2023",1:27 AM,2v2 $40 GTD 1ND *VAZNEV ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$40
"January 10, 2023",1:20 AM,1v1 $20 GTD CONSOLE 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$20
"January 10, 2023",1:00 AM,$1000prize,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 1,$1000
"January 10, 2023",12:50 AM,2v2 1ND *SHIPMENT ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$18
"January 10, 2023",12:20 AM,3v3 *DOLLAR ENTRY* 1ND SND,$1,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$6
"January 9, 2023",11:30 PM,2v2 $50 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$50
"January 9, 2023",11:20 PM,2v2 CONSOLE 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$28
"January 9, 2023",10:20 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$50
"January 9, 2023",9:22 PM,2v2 $60 GTD 1ND AR/SMG SND,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$60
"January 9, 2023",8:22 PM,2v2 $100 GTD 1ND NOV/AM KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$100
"January 28, 2023",2:51 AM,4v4 *DOLLAR ENTRY* 1ND HP,$1,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,9,Best of 1,$24
"January 28, 2023",2:21 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$36
"January 28, 2023",1:51 AM,2v2 $60 GTD CONSOLE SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$60
"January 28, 2023",1:26 AM,2v2 $50 GTD AR/SMG SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$50
"January 27, 2023",5:53 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$50
"January 28, 2023",12:26 AM,4v4 DOUBLE ELIM MWII SND,$6,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,3,Best of 3,$52
"January 27, 2023",11:52 PM,3v3 $42 GTD CONSOLE 1ND SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$42
"January 27, 2023",11:26 PM,2v2 $100 GTD 1ND *NO PREVIOUS WINNERS* KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$100
"January 27, 2023",11:22 PM,2v2 1ND *VAZNEV ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$36
"January 27, 2023",11:06 PM,1v1 CONSOLE ONLY HARDPOINT,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 3,$12
"January 27, 2023",10:26 PM,2v2 $50 GTD CONSOLE 1ND SND,$6,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50
"January 27, 2023",10:15 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,21,Best of 1,$10
"January 27, 2023",2:23 PM,3v3 *NO SNIPES* SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$21
"January 27, 2023",8:55 PM,2v2 AR/SMG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$14
"January 27, 2023",8:51 PM,1v1 $20 GTD CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 3,$20
"January 27, 2023",9:20 AM,2v2 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"January 27, 2023",8:20 AM,1v1 CONSOLE 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$9
"January 27, 2023",7:50 AM,2v2 *NO PREVIOUS WINNERS* *SHIPMENT ONLY* 1ND HP,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$36
"January 27, 2023",6:26 AM,2v2 $50 GTD 1ND *FORTRESS ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$50
"January 27, 2023",6:25 AM,2v2 CONSOLE 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$16
"January 26, 2023",10:27 PM,3v3 $90 GTD 1ND *NO SNIPES* SND,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,6,Best of 1,$111
"January 27, 2023",4:23 AM,2v2 1ND AR/SMG SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$22
"January 27, 2023",3:55 AM,1v1 $50 GTD 1ND NOV/AM KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$50
"January 27, 2023",3:27 AM,3v3 $75 GTD 1ND SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$75
"January 27, 2023",3:22 AM,4v4 VARIANT,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,10,Best of 3,$148
"January 27, 2023",2:27 AM,2v2 $100 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$100
"January 27, 2023",2:22 AM,2v2 $50 GTD SND,$7,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$50
"January 27, 2023",1:53 AM,2v2 $94 GTD CONSOLE SND,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 3,$94
"January 27, 2023",1:25 AM,4v4 DOUBLE ELIM MWII SND,$6,"['xbox', 'playstation', 'battle.net']",4,double elimination,4v4,5,Best of 3,$88
"January 27, 2023",12:55 AM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$50
"January 26, 2023",11:57 PM,3v3 $87 GTD CONSOLE 1ND SND,$7,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$87
"January 26, 2023",11:21 PM,2v2 $112 GTD 1ND NOV/AM KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,10,Best of 1,$112
"January 26, 2023",10:25 PM,2v2 $50 GTD CONSOLE 1ND SND,$6,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$50
"January 26, 2023",10:15 PM,2v2 $10 FE 1ND SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,18,Best of 1,$10
"January 26, 2023",9:56 PM,3v3 1ND *NO SNIPES* SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$21
"January 26, 2023",9:51 PM,1v1 $50 GTD 1ND KILL RACE,$8,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,7,Best of 1,$50
"January 26, 2023",8:55 PM,1v1 $20 GTD CONSOLE SND,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 3,$20
"January 26, 2023",1:52 PM,2v2 *VAZNEV ONLY* SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$36
"January 26, 2023",9:27 AM,3v3 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$27
"January 26, 2023",8:25 AM,1v1 CONSOLE 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,3,Best of 1,$9
"January 26, 2023",8:20 AM,2v2 1ND *VAZNEV ONLY* SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"January 26, 2023",7:50 AM,3v3 1ND *NO PREVIOUS WINNERS* HP,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$30
"January 26, 2023",7:20 AM,3v3 1ND *NO SNIPES* SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 1,$24
